frame_id,track_id,vehicle_type,vehicle_bbox_x1,vehicle_bbox_y1,vehicle_bbox_x2,vehicle_bbox_y2,plate_bbox_x1,plate_bbox_y1,plate_bbox_x2,plate_bbox_y2,plate_confidence,detect_inference_ms,ocr_ran,ocr_raw_text,ocr_confidence,ocr_validated_plate,ocr_status,ocr_inference_ms,,,
825,31,bus,713,173,1143,554,825,479,902,509,0.679,219.6,True,TN23AP4119,0.91,TN23AP4119,accepted,164.1,,,
825,15,auto,1452,292,1919,1003,1648,593,1754,665,0.455,219.6,True,TN03D9766,0.976,TN03D9766,accepted,238.3,,,
830,31,bus,562,140,1095,592,688,505,784,540,0.716,245.1,True,TN23AP4115,0.955,TN23AP4115,accepted,162,,,
830,15,auto,1449,289,1919,1001,1650,590,1759,670,0.526,245.1,True,TN03D9766,0.968,TN03D9766,accepted,239.8,,,
830,31,bus,562,140,1095,592,686,448,779,495,0.302,245.1,True,,,,no_text,53.2,,,
835,29,bus,328,85,1033,652,475,544,592,591,0.685,235.9,True,TN23AP4115,0.962,TN23AP4115,accepted,162.9,,,
835,15,auto,1448,286,1919,1005,1645,594,1751,662,0.437,235.9,True,TN03D9766,0.973,TN03D9766,accepted,202.3,,,
840,32,bus,21,19,963,729,183,599,333,654,0.615,219.7,True,TN23AP4115,0.866,TN23AP4115,accepted,168.9,,,
840,15,auto,1448,287,1919,1002,1645,590,1755,666,0.499,219.7,True,TN03D9766,0.983,TN03D9766,accepted,242.7,,,
840,15,auto,1448,287,1919,1002,1647,588,1760,695,0.418,219.7,True,TN03D9766,0.969,TN03D9766,accepted,220.8,,,
840,30,auto,1448,287,1919,1002,1714,764,1841,839,0.271,219.7,True,,,,no_text,50.4,,,
845,15,auto,1447,287,1919,1001,1640,590,1757,678,0.456,248.3,True,,,,no_text,231.5,,,
850,15,auto,1447,285,1919,1000,1646,588,1758,658,0.344,220.2,True,TN03D9766,0.978,TN03D9766,accepted,229.2,,,
850,33,bus,1013,305,1225,531,1079,452,1128,485,0.254,220.2,True,,,,no_text,46.3,,,
855,15,auto,1445,284,1920,997,1647,588,1756,652,0.433,227.3,True,TN03D9766,0.985,TN03D9766,accepted,186.3,,,
860,15,auto,1445,285,1920,998,1645,588,1758,654,0.447,243.4,True,TN03D9766,0.977,TN03D9766,accepted,190.5,,,
865,15,auto,1446,286,1920,998,1645,587,1757,654,0.603,231,True,TN03D9766,0.989,TN03D9766,accepted,189.8,,,
870,15,auto,1450,286,1920,998,1646,588,1757,653,0.518,211.9,True,TN03D9766,0.98,TN03D9766,accepted,189.1,,,
870,34,car,1193,327,1392,493,1244,435,1303,456,0.488,211.9,True,,,,no_text,170.4,,,
875,34,car,1156,321,1378,510,1218,442,1279,463,0.562,222.9,True,,,,no_text,171.4,,,
875,15,auto,1442,283,1920,1000,1645,589,1757,655,0.355,222.9,True,TN03D9766,0.981,TN03D9766,accepted,203.6,,,
875,35,auto,1442,283,1920,1000,1828,611,1920,744,0.291,222.9,True,,,,no_text,48.1,,,
880,34,car,1125,319,1370,525,1184,448,1260,475,0.67,233.5,True,SINSZATOIOA,0.56,,rejected,169.4,,,
880,15,auto,1443,283,1920,1000,1637,587,1762,702,0.465,233.5,True,TN03D9766,0.958,TN03D9766,accepted,234.7,,,
880,15,auto,1443,283,1920,1000,1639,588,1758,664,0.342,233.5,True,TN03D9766,0.989,TN03D9766,accepted,182.8,,,
885,34,car,1082,316,1358,544,1150,466,1228,492,0.641,256.7,True,EINOZAT8104,0.602,TN0ZAT8104,accepted,171.7,,,
885,15,auto,1447,287,1919,998,1633,586,1761,703,0.544,256.7,True,TN03D9766,0.964,TN03D9766,accepted,294.6,,,
885,15,auto,1447,287,1919,998,1634,587,1756,670,0.438,256.7,True,TN03D9766,0.99,TN03D9766,accepted,182.7,,,
890,34,car,1029,310,1341,569,1106,478,1189,506,0.652,226.1,True,TNOZATA104,0.704,TN02ATA104,accepted,171.8,,,
890,15,auto,1447,288,1919,996,1639,587,1755,660,0.358,226.1,True,TN03D9766,0.977,TN03D9766,accepted,242.4,,,
890,15,auto,1447,288,1919,996,1635,584,1760,695,0.326,226.1,True,TN03D9766,0.965,TN03D9766,accepted,177.8,,,
895,34,car,972,307,1324,593,1056,493,1152,524,0.677,267.9,True,TNOZAT8104,0.843,TN0ZAT8104,accepted,181.9,,,
895,15,auto,1449,285,1919,994,1633,584,1760,703,0.411,267.9,True,TN03D9766,0.972,TN03D9766,accepted,292.7,,,
895,15,auto,1449,285,1919,994,1639,587,1753,661,0.351,267.9,True,TN03D9766,0.972,TN03D9766,accepted,195.3,,,
895,36,motorcycle,560,414,814,734,603,460,666,498,0.294,267.9,True,,,,no_text,49.9,,,
900,34,car,883,303,1300,638,975,525,1087,562,0.769,227,True,TN04AY8104,0.851,TN04AY8104,accepted,171.3,,,
900,15,auto,1450,286,1919,995,1641,586,1752,657,0.299,227,True,TN03D9766,0.984,TN03D9766,accepted,200.2,,,
905,34,car,775,300,1278,685,880,564,1006,600,0.723,220.5,True,TNO4AY8104,0.851,NL4AY8104,accepted,183.5,,,
905,15,auto,1452,287,1919,994,1642,588,1759,665,0.431,220.5,True,TN03D9766,0.99,TN03D9766,accepted,195.5,,,
905,15,auto,1452,287,1919,994,1637,586,1760,695,0.385,220.5,True,TN03D9766,0.938,TN03D9766,accepted,177.6,,,
910,34,car,619,297,1244,758,739,606,890,651,0.776,230.8,True,TN04AY8104,0.875,TN04AY8104,accepted,170.6,,,
910,15,auto,1454,287,1919,994,1641,585,1762,704,0.47,230.8,True,,,,no_text,147.3,,,
910,15,auto,1454,287,1919,994,1647,588,1761,675,0.399,230.8,True,,,,no_text,151,,,
915,34,car,362,280,1204,885,513,686,705,743,0.765,222.6,True,TN04AY8104,0.961,TN04AY8104,accepted,171.9,,,
915,15,auto,1453,286,1919,994,1644,587,1753,655,0.599,222.6,True,TN03D9766,0.98,TN03D9766,accepted,195.7,,,
915,15,auto,1453,286,1919,994,1642,584,1756,683,0.404,222.6,True,TN03D9766,0.97,TN03D9766,accepted,179.2,,,
920,37,car,1,256,1153,1076,63,853,332,958,0.726,253.2,True,TNO4AY8104,0.918,NL4AY8104,accepted,163.7,,,
920,15,auto,1451,282,1919,993,1646,589,1759,666,0.498,253.2,True,TN03D9766,0.98,TN03D9766,accepted,199.6,,,
920,15,auto,1451,282,1919,993,1643,586,1760,697,0.434,253.2,True,TN03D9766,0.971,TN03D9766,accepted,174,,,
925,15,auto,1449,279,1919,994,1638,588,1758,693,0.487,250,True,TN03D9766,0.962,TN03D9766,accepted,174.9,,,
925,15,auto,1449,279,1919,994,1640,589,1755,663,0.388,250,True,TN03D9766,0.986,TN03D9766,accepted,191.3,,,
930,15,auto,1451,285,1919,994,1641,586,1760,671,0.538,224.7,True,TN03D9766,0.986,TN03D9766,accepted,179.7,,,
935,38,car,635,316,1015,571,701,481,783,520,0.623,218,True,TN128J9333,0.815,TN1ZBJ9333,accepted,155.2,,,
935,15,auto,1450,281,1919,994,1637,583,1761,706,0.394,218,True,TN03D9766,0.969,TN03D9766,accepted,187.5,,,
940,38,car,512,310,964,610,583,506,672,551,0.594,220.8,True,TN128J9333,0.925,TN1ZBJ9333,accepted,154.3,,,
940,15,auto,1450,283,1919,996,1637,586,1764,708,0.575,220.8,True,TN03D9766,0.983,TN03D9766,accepted,187.5,,,
945,38,car,285,304,881,669,356,543,467,588,0.609,220.4,True,TN12BJ9333,0.902,TN12BJ9333,accepted,162.1,,,
945,15,auto,1450,286,1920,999,1636,588,1764,709,0.576,220.4,True,TN03D9766,0.954,TN03D9766,accepted,235.3,,,
945,39,motorcycle,1018,387,1154,590,1035,440,1091,464,0.309,220.4,True,,,,no_text,65.3,,,
950,40,car,0,296,756,764,0,612,116,667,0.779,223.8,True,128J3333,0.852,MZ8J3333,accepted,155.5,,,
955,15,auto,1446,286,1920,999,1646,589,1762,670,0.472,262.1,True,TN03D9766,0.974,TN03D9766,accepted,188.9,,,
955,41,motorcycle,837,413,1023,699,859,506,937,535,0.472,262.1,True,,,,no_text,169.6,,,
955,15,auto,1446,286,1920,999,1639,587,1762,701,0.45,262.1,True,TN03D9766,0.966,TN03D9766,accepted,187.6,,,
955,39,car,1095,331,1283,488,1145,443,1200,462,0.328,262.1,True,,,,no_text,176.9,,,
960,42,motorcycle,646,434,916,803,691,550,784,582,0.684,224.2,True,TNO9EZ1TE4,0.696,,rejected,170.6,,,
960,39,car,1061,328,1267,503,1107,448,1171,470,0.61,224.2,True,,,,no_text,85.7,,,
960,15,auto,1448,287,1919,999,1643,588,1763,680,0.576,224.2,True,TN03D9766,0.975,TN03D9766,accepted,207.2,,,
965,15,auto,1445,287,1920,998,1633,587,1763,707,0.608,225.8,True,TN03D9766,0.972,TN03D9766,accepted,281.6,,,
965,39,car,1009,330,1247,520,1054,462,1135,487,0.595,225.8,True,10013374,0.684,,rejected,176.4,,,
965,43,motorcycle,197,477,699,1047,282,659,422,701,0.518,225.8,True,,,,no_text,208.7,,,
965,44,auto,1445,287,1920,998,1822,601,1920,743,0.277,225.8,True,,,,no_text,55.8,,,
970,15,auto,1447,286,1919,998,1644,587,1762,685,0.601,230.5,True,TN03D9766,0.978,TN03D9766,accepted,179.8,,,
970,39,car,967,328,1228,534,1020,473,1101,499,0.589,230.5,True,R10873374,0.676,,rejected,182.2,,,
970,15,auto,1447,286,1919,998,1616,588,1763,710,0.332,230.5,True,TN03D97667,0.852,,rejected,233.3,,,
975,39,car,915,328,1206,555,974,487,1056,513,0.709,247,True,ETN108Y3974,0.753,TN1OBY3974,accepted,172.2,,,
975,15,auto,1448,286,1919,998,1633,586,1762,708,0.588,247,True,TN03D9766,0.97,TN03D9766,accepted,191.7,,,
975,15,auto,1448,286,1919,998,1637,586,1757,673,0.462,247,True,TN03D9766,0.982,TN03D9766,accepted,186.3,,,
980,39,car,837,329,1174,588,899,509,991,541,0.749,228.9,True,FTN10BY3974,0.824,TN10BY3974,accepted,173.4,,,
980,15,auto,1450,287,1919,998,1633,587,1759,705,0.601,228.9,True,TN03D9766,0.971,TN03D9766,accepted,293.8,,,
985,39,car,722,324,1132,625,800,537,905,573,0.786,224.6,True,FIN10BY3974,0.884,TN10BY3974,accepted,168.5,,,
985,15,auto,1451,286,1919,997,1635,586,1759,699,0.586,224.6,True,TN03D9766,0.966,TN03D9766,accepted,233.9,,,
985,15,auto,1451,286,1919,997,1639,588,1756,666,0.461,224.6,True,TN03D9766,0.958,TN03D9766,accepted,182.2,,,
990,39,car,567,319,1084,688,644,583,770,624,0.746,216.3,True,FTN10BY3974,0.861,TN10BY3974,accepted,168.9,,,
990,15,auto,1448,285,1919,997,1627,586,1761,709,0.716,216.3,True,TN03D9766,0.961,TN03D9766,accepted,232.3,,,
995,39,car,365,309,1022,767,449,637,595,685,0.737,225.1,True,IN10BY3974,0.856,TN10BY3974,accepted,178,,,
995,15,auto,1449,285,1919,996,1630,585,1762,708,0.661,225.1,True,TN03D9766,0.954,TN03D9766,accepted,273.1,,,
1000,45,car,33,298,941,898,117,732,300,797,0.744,220.2,True,TN10B13974,0.838,TN1OBI3974,accepted,172.6,,,
1000,15,auto,1450,286,1919,998,1636,584,1758,683,0.559,220.2,True,TN03D9766,0.978,TN03D9766,accepted,194.1,,,
1000,46,auto,1450,286,1919,998,1825,624,1919,744,0.267,220.2,True,,,,no_text,37.6,,,
1005,15,auto,1448,285,1919,998,1637,585,1760,689,0.45,216.6,True,TN03D9766,0.946,TN03D9766,accepted,183.7,,,
1010,15,auto,1451,286,1919,998,1635,586,1762,707,0.34,225.5,True,TN03D9766,0.986,TN03D9766,accepted,266.3,,,
1010,47,car,1069,342,1212,456,1103,414,1142,433,0.331,225.5,True,,,,no_text,54.5,,,
1015,15,auto,1446,286,1920,998,1635,585,1765,710,0.527,234,True,TN03D9766,0.921,TN03D9766,accepted,176.2,,,
1015,46,auto,1446,286,1920,998,1824,602,1919,743,0.261,234,True,,,,no_text,45.4,,,
1020,15,auto,1451,286,1920,998,1644,588,1759,660,0.521,244.8,True,TN03D9766,0.98,TN03D9766,accepted,183.4,,,
1020,15,auto,1451,286,1920,998,1644,585,1763,692,0.4,244.8,True,TN03D9766,0.915,TN03D9766,accepted,178.1,,,
1025,47,car,979,344,1162,479,1020,430,1067,446,0.685,241.8,True,,,,no_text,209.8,,,
1025,15,auto,1452,284,1920,998,1649,588,1764,672,0.601,241.8,True,,,,no_text,142.9,,,
1025,15,auto,1452,284,1920,998,1642,587,1765,705,0.514,241.8,True,TN03D9766,0.973,TN03D9766,accepted,188.4,,,
1030,47,car,940,346,1142,488,985,437,1036,456,0.565,232.9,True,,,,no_text,164.3,,,
1030,15,auto,1451,285,1919,997,1645,589,1758,662,0.558,232.9,True,TN03D9766,0.98,TN03D9766,accepted,238.2,,,
1030,15,auto,1451,285,1919,997,1645,587,1762,690,0.457,232.9,True,TN03D9766,0.967,TN03D9766,accepted,179.9,,,
1035,47,car,896,345,1119,501,943,443,1001,464,0.676,243.4,True,,,,no_text,172.1,,,
1035,15,auto,1449,285,1920,997,1648,588,1761,667,0.585,243.4,True,TN03D9766,0.946,TN03D9766,accepted,195.3,,,
1035,15,auto,1449,285,1920,997,1643,587,1762,696,0.471,243.4,True,TN03D9766,0.979,TN03D9766,accepted,178.3,,,
1040,47,car,848,341,1091,514,893,452,952,471,0.706,243.3,True,,,,no_text,171.3,,,
1040,15,auto,1453,287,1920,996,1637,586,1763,708,0.456,243.3,True,TN03D9766,0.957,TN03D9766,accepted,287.7,,,
1040,15,auto,1453,287,1920,996,1642,589,1757,672,0.333,243.3,True,TN03D9766,0.984,TN03D9766,accepted,178.6,,,
1040,46,auto,1453,287,1920,996,1827,610,1920,742,0.276,243.3,True,,,,no_text,53,,,
1045,47,car,781,338,1062,530,837,460,902,484,0.714,227.4,True,,,,no_text,167.8,,,
1045,15,auto,1452,285,1920,995,1650,586,1762,669,0.403,227.4,True,TN03D9766,0.971,TN03D9766,accepted,191.4,,,
1045,15,auto,1452,285,1920,995,1644,584,1763,705,0.315,227.4,True,0,0.692,,rejected,185,,,
1050,47,car,705,337,1025,551,762,476,834,499,0.733,267.4,True,7735,0.8,,rejected,166.3,,,
1050,15,auto,1455,285,1920,995,1644,586,1756,655,0.34,267.4,True,TN03D9766,0.984,TN03D9766,accepted,250.6,,,
1050,46,auto,1455,285,1920,995,1830,604,1920,738,0.296,267.4,True,,,,no_text,33.3,,,
1055,47,car,581,340,972,586,642,501,724,528,0.753,244.8,True,IN073735,0.863,TN073735,accepted,167.7,,,
1055,15,auto,1457,289,1920,995,1645,587,1758,658,0.519,244.8,True,TN03D9766,0.969,TN03D9766,accepted,245.9,,,
1055,15,auto,1457,289,1920,995,1646,586,1763,700,0.368,244.8,True,TN03D9766,0.946,TN03D9766,accepted,220.1,,,
1055,46,auto,1457,289,1920,995,1827,606,1920,741,0.254,244.8,True,,,,no_text,129.1,,,
1060,47,car,403,335,898,637,469,533,566,563,0.718,228.1,True,TN07EN3736,0.81,TN07EN3736,accepted,174.3,,,
1060,15,auto,1458,290,1919,997,1648,587,1761,665,0.644,228.1,True,TN03D9766,0.981,TN03D9766,accepted,196.3,,,
1065,48,car,48,329,776,729,121,594,250,633,0.816,242.1,True,T7N3736,0.629,,rejected,184.7,,,
1065,15,auto,1456,289,1919,998,1645,588,1759,665,0.595,242.1,True,TN03D9766,0.985,TN03D9766,accepted,199.5,,,
1065,15,auto,1456,289,1919,998,1644,585,1762,694,0.428,242.1,True,TN03D9766,0.96,TN03D9766,accepted,177.5,,,
1070,15,auto,1456,290,1920,998,1649,589,1762,671,0.614,220.4,True,TN03D9766,0.953,TN03D9766,accepted,182.4,,,
1075,15,auto,1456,288,1920,1000,1639,590,1760,692,0.662,234.8,True,TN03D9766,0.978,TN03D9766,accepted,183.3,,,
1080,15,auto,1452,288,1919,1002,1644,589,1756,667,0.447,244,True,TN03D9766,0.976,TN03D9766,accepted,224.8,,,
1085,15,auto,1452,289,1919,1000,1648,588,1763,677,0.494,224.5,True,,,,no_text,138.4,,,
1090,15,auto,1448,289,1919,1000,1646,592,1755,662,0.487,225.2,True,TN03D9766,0.983,TN03D9766,accepted,226.3,,,
1090,49,auto,1448,289,1919,1000,1833,651,1920,752,0.266,225.2,True,,,,no_text,35.4,,,
1095,15,auto,1447,289,1920,1001,1647,590,1757,664,0.525,227,True,TN03D9766,0.981,TN03D9766,accepted,229.3,,,
1100,15,auto,1434,292,1920,1003,1652,591,1759,667,0.316,223.5,True,TN03D9766,0.977,TN03D9766,accepted,223.6,,,
1105,15,auto,1446,287,1919,1000,1649,593,1755,662,0.523,264,True,TN03D9766,0.983,TN03D9766,accepted,234.7,,,
1110,15,auto,1453,287,1919,1002,1649,593,1753,660,0.485,233.5,True,TN03D9766,0.981,TN03D9766,accepted,235.4,,,
1110,49,auto,1453,287,1919,1002,1833,689,1919,754,0.28,233.5,True,,,,no_text,43.3,,,
1115,15,auto,1449,288,1920,1002,1646,593,1753,664,0.266,235.7,True,TN03D9766,0.966,TN03D9766,accepted,226.2,,,
1120,15,auto,1450,290,1920,1003,1647,593,1756,675,0.556,226.6,True,970,0.621,,rejected,143.5,,,
1120,49,auto,1450,290,1920,1003,1832,688,1919,754,0.317,226.6,True,,,,no_text,54,,,
1120,49,auto,1450,290,1920,1003,1828,616,1920,757,0.29,226.6,True,5402,0.965,,rejected,208.9,,,
1125,15,auto,1448,292,1920,1003,1644,593,1751,670,0.597,225.1,True,TN03D9766,0.976,TN03D9766,accepted,226.9,,,
1130,15,auto,1447,292,1919,1001,1639,594,1742,660,0.515,245.6,True,TN03D9766,0.987,TN03D9766,accepted,235.2,,,
1130,50,car,1084,348,1230,458,1119,414,1157,432,0.457,245.6,True,,,,no_text,59.9,,,
1135,15,auto,1436,289,1919,1001,1631,592,1738,669,0.64,237.4,True,TN03D9766,0.978,TN03D9766,accepted,230.2,,,
1135,50,car,1056,346,1215,463,1098,420,1136,434,0.322,237.4,True,,,,no_text,167.4,,,
1135,51,auto,1436,289,1919,1001,1699,768,1828,839,0.316,237.4,True,,,,no_text,62.7,,,
1140,15,auto,1432,293,1919,1000,1623,593,1733,668,0.776,233,True,TN03D9766,0.972,TN03D9766,accepted,229.9,,,
1140,50,car,1010,348,1186,477,1048,427,1092,445,0.534,233,True,,,,no_text,63.2,,,
1145,15,auto,1433,293,1919,1001,1624,594,1731,670,0.714,221.2,True,TN03D9766,0.977,TN03D9766,accepted,187.1,,,
1145,50,car,975,347,1170,487,1018,431,1066,452,0.433,221.2,True,,,,no_text,61.3,,,
1145,50,car,975,347,1170,487,1019,434,1070,456,0.257,221.2,True,,,,no_text,181.6,,,
1150,15,auto,1431,291,1919,1001,1622,592,1732,670,0.716,227.7,True,TN03D9766,0.977,TN03D9766,accepted,229.4,,,
1150,50,car,940,347,1152,494,986,439,1037,459,0.516,227.7,True,,,,no_text,64.5,,,
1155,15,auto,1433,292,1919,1001,1620,592,1732,675,0.747,239.8,True,TN03D9766,0.984,TN03D9766,accepted,180.5,,,
1155,50,car,894,346,1129,510,937,447,999,469,0.532,239.8,True,,,,no_text,70.3,,,
1160,50,car,780,344,1078,541,836,467,909,493,0.7,228,True,TN03CS1012,0.775,TN03CS1012,accepted,170.1,,,
1160,15,auto,1430,291,1919,1001,1620,592,1733,674,0.657,228,True,TN03D9766,0.984,TN03D9766,accepted,193.5,,,
1165,50,car,696,343,1037,569,761,490,842,513,0.706,222.6,True,ETN03CS1812,0.851,TN03CS1812,accepted,187,,,
1165,15,auto,1432,292,1919,1001,1618,592,1734,680,0.676,222.6,True,,,,no_text,197.8,,,
1165,52,car,1123,335,1300,502,1170,445,1222,461,0.401,222.6,True,SOSTSTON,0.55,,rejected,181.5,,,
1170,15,auto,1431,292,1919,1001,1618,591,1735,681,0.727,224.1,True,TN03D9766,0.974,TN03D9766,accepted,184.4,,,
1170,50,car,562,336,986,612,626,516,722,547,0.688,224.1,True,FTN09CS1812,0.879,TN09CS1812,accepted,174.5,,,
1170,52,car,1090,330,1293,519,1144,450,1204,471,0.6,224.1,True,,,,no_text,179.5,,,
1175,50,car,356,332,914,673,427,561,539,596,0.696,232.1,True,FTN09CS1812,0.859,TN09CS1812,accepted,170.4,,,
1175,15,auto,1432,293,1919,1000,1620,594,1732,673,0.687,232.1,True,TN03D9766,0.981,TN03D9766,accepted,198.5,,,
1175,52,car,1044,326,1281,545,1108,468,1179,490,0.602,232.1,True,ETN05084398,0.697,TN0SOB4398,accepted,180.9,,,
1180,53,car,0,320,776,800,0,645,144,695,0.762,260.4,True,TH09CS1812,0.927,TN09CS1812,accepted,167.1,,,
1180,15,auto,1433,294,1919,1000,1621,594,1733,674,0.731,260.4,True,TN03D9766,0.981,TN03D9766,accepted,197.5,,,
1180,52,car,975,320,1264,588,1049,491,1132,516,0.657,260.4,True,FTNO50B4398,0.76,TN0SOB4398,accepted,181.3,,,
1185,52,car,884,320,1243,643,966,525,1070,556,0.733,229.8,True,TN050B4398,0.915,TN0SOB4398,accepted,171.3,,,
1185,15,auto,1435,293,1919,1000,1621,594,1732,670,0.713,229.8,True,TN03D9766,0.985,TN03D9766,accepted,239.5,,,
1190,52,car,758,312,1217,712,860,575,988,610,0.768,219.2,True,TN050B4398,0.866,TN0SOB4398,accepted,176.5,,,
1190,15,auto,1437,293,1919,999,1625,594,1732,672,0.686,219.2,True,TN03D9766,0.989,TN03D9766,accepted,199.4,,,
1195,52,car,478,298,1167,861,613,666,795,715,0.728,221.1,True,TNO5DB4398,0.851,NL5DB4398,accepted,171.8,,,
1195,15,auto,1438,291,1919,996,1622,590,1733,675,0.724,221.1,True,TN03D9766,0.976,TN03D9766,accepted,191.6,,,
1200,15,auto,1438,287,1919,998,1624,593,1731,664,0.725,245.1,True,TN03D9766,0.986,TN03D9766,accepted,230.1,,,
1205,15,auto,1435,288,1919,999,1620,593,1733,675,0.7,224.6,True,TN03D9766,0.975,TN03D9766,accepted,180.7,,,
1210,15,auto,1431,289,1918,999,1619,593,1734,675,0.628,218.6,True,TN03D9766,0.987,TN03D9766,accepted,181.4,,,
1215,15,auto,1435,291,1919,999,1620,592,1733,673,0.624,248.5,True,TN03D9766,0.986,TN03D9766,accepted,230.7,,,
1220,15,auto,1431,291,1919,1000,1621,595,1731,673,0.576,222.6,True,TN03D9766,0.988,TN03D9766,accepted,227.8,,,
1225,15,auto,1430,288,1919,1001,1620,595,1731,670,0.696,220.9,True,TN03D9766,0.986,TN03D9766,accepted,231.1,,,
1230,15,auto,1424,289,1918,1000,1619,594,1731,672,0.673,226.3,True,TN03D9766,0.983,TN03D9766,accepted,227,,,
1235,15,auto,1431,290,1915,1005,1621,596,1731,668,0.645,220.4,True,TN03D9766,0.97,TN03D9766,accepted,230.8,,,
1235,54,motorcycle,1303,415,1477,682,1378,483,1433,520,0.377,220.4,True,,,,no_text,47.7,,,
1235,55,car,1183,351,1350,479,1224,429,1268,444,0.361,220.4,True,,,,no_text,196,,,
1240,15,auto,1423,292,1917,1003,1616,594,1728,674,0.753,230.1,True,TN03D9766,0.985,TN03D9766,accepted,178.9,,,
1240,55,car,1163,347,1335,482,1202,430,1247,449,0.27,230.1,True,,,,no_text,65.2,,,
1245,15,auto,1423,293,1918,1002,1613,593,1728,672,0.752,230.4,True,TN03D9766,0.975,TN03D9766,accepted,288.4,,,
1245,55,car,1135,343,1310,488,1185,431,1236,451,0.267,230.4,True,,,,no_text,61.8,,,
1250,15,auto,1430,293,1919,1002,1612,594,1725,669,0.771,260.7,True,TN03D9766,0.981,TN03D9766,accepted,231.1,,,
1255,15,auto,1429,293,1919,1002,1616,596,1720,662,0.739,230.8,True,TN03D9766,0.981,TN03D9766,accepted,188.3,,,
1260,15,auto,1429,292,1919,1002,1615,597,1721,664,0.747,225.2,True,TN03D9766,0.979,TN03D9766,accepted,231.6,,,
1265,15,auto,1428,294,1919,1004,1615,595,1726,668,0.746,231.2,True,TN03D9766,0.982,TN03D9766,accepted,262.6,,,
1265,56,auto,1428,294,1919,1004,1712,785,1814,844,0.275,231.2,True,,,,no_text,47.5,,,
1270,15,auto,1427,294,1919,1003,1615,595,1725,668,0.726,295.1,True,TN03D9766,0.982,TN03D9766,accepted,228.6,,,
1275,15,auto,1429,294,1919,1002,1614,593,1728,671,0.726,227.6,True,TN03D9766,0.969,TN03D9766,accepted,228.7,,,
1280,15,auto,1429,292,1919,1000,1614,592,1726,671,0.707,224.1,True,TN03D9766,0.981,TN03D9766,accepted,183,,,
1285,15,auto,1427,288,1920,996,1613,589,1721,657,0.641,225,True,TN03D9766,0.981,TN03D9766,accepted,186.1,,,
1285,56,auto,1427,288,1920,996,1683,759,1809,836,0.286,225,True,,,,no_text,50,,,
1290,15,auto,1427,289,1920,997,1610,589,1713,657,0.678,249.7,True,TN03D9766,0.986,TN03D9766,accepted,233.8,,,
1290,56,auto,1427,289,1920,997,1678,767,1808,838,0.303,249.7,True,,,,no_text,50.4,,,
1295,15,auto,1421,288,1920,996,1607,588,1712,660,0.587,224.2,True,TN03D9766,0.978,TN03D9766,accepted,237.5,,,
1300,57,car,400,311,1084,842,456,665,627,720,0.71,227.2,True,TN976500,0.876,TN976500,accepted,171.9,,,
1300,15,auto,1421,292,1919,999,1607,592,1710,660,0.547,227.2,True,TN03D9766,0.976,TN03D9766,accepted,245.5,,,
1300,56,auto,1421,292,1919,999,1679,775,1799,839,0.353,227.2,True,,,,no_text,55.1,,,
1305,58,car,129,308,1047,946,242,734,452,802,0.705,249.8,True,TN976500,0.979,TN976500,accepted,172.6,,,
1305,15,auto,1420,292,1920,998,1605,592,1710,661,0.627,249.8,True,TN03D9766,0.982,TN03D9766,accepted,201.4,,,
1310,15,auto,1419,291,1920,997,1606,592,1711,661,0.574,221.5,True,TN03D9766,0.97,TN03D9766,accepted,185.2,,,
1315,15,auto,1423,290,1919,999,1606,592,1713,668,0.673,230.3,True,TN03D9766,0.977,TN03D9766,accepted,179.2,,,
1320,15,auto,1422,292,1919,999,1607,588,1720,674,0.576,226,True,,,,no_text,141.4,,,
1325,15,auto,1420,291,1920,999,1605,592,1714,664,0.45,234.9,True,TN03D9766,0.971,TN03D9766,accepted,189.5,,,
